price_actual,total_renewable_energy
73.2,10129
73,10403
71.77,9822
67.95,7804
64.94,6302
64.81,5676
57.48,5546
56.36,6268
55.21,6551
52.24,6943
53.07,7223
57.76,7278
63.73,8681
65.43,10168
66.03,11800
64.95,12612
63.7,12936
63.77,13169
62.91,13168
56.56,12697
53.3,13730
53.62,13431
58.34,13633
62.38,14214
60.32,14971
58.44,15571
53.55,16123
47.08,16468
42.61,17483
40.71,18841
34.39,20230
25.66,20097
20.85,20063
18.2,20119
18.19,20201
19.55,20501
23.04,20330
35.57,20131
43.25,19293
44.52,19295
43.11,20635
44.19,21810
41.49,22098
36.74,21892
35.38,21802
35.93,21209
45.36,19916
53.1,18508
52.78,17409
54.12,16938
49.89,15897
48.69,14993
45.44,14766
47.09,14054
42.23,14530
38.65,14755
35.42,14540
34.34,14554
34.37,14423
35.9,14098
38.31,13384
48.69,12661
50.72,12318
50.13,12892
49.51,13487
49.5,13757
49.83,13768
49.25,13943
45.46,13792
45.54,13171
50.32,11155
64.85,10998
68.93,11824
69.08,12221
67.76,12056
55.93,11317
50.91,10192
58.48,9626
52.14,10085
48.07,10685
44.83,11414
43.91,11640
50.65,10665
59.75,9446
67.05,10767
70.49,11894
74.41,13803
74.45,15375
73.41,14836
70.46,15133
70,14568
68.3,13684
68.37,13603
68.91,12646
78.64,12386
91.35,13048
99.32,12673
91.9,12149
76.69,10932
68.73,10130
65.78,8335
58.72,7496
56.4,8153
54.25,8455
52.28,8723
51.63,8855
54.04,8858
63.85,8020
70.85,11137
75.03,12609
75.91,12901
74.26,13679
72.76,14690
72.1,14819
71.24,14190
70.88,13901
70.37,13162
69.23,12076
79.71,12786
85.27,13269
86.73,13572
78.72,12741
71.46,12257
63.13,11501
57.88,10957
51.7,10418
49.97,11818
47.4,13739
43.93,15052
38.65,16164
46.61,16422
52.91,14231
61.29,14161
67.72,14880
71,15985
70.44,17237
66.65,18185
65.66,18654
64.44,19084
56.52,19088
55.63,18653
56.29,17866
61.86,17290
71.21,18016
72.85,18276
69.63,17033
65.24,16376
57.46,15889
52.76,14779
48.31,15693
45.03,16537
40.41,16962
38.24,16921
39.86,16520
42.78,16246
49.85,14551
55.3,13940
64.78,14683
65.39,15235
65.35,16155
64.64,16839
64.36,17086
63.8,16751
59.55,16575
56.29,16890
58.45,16464
65.14,15806
72.52,16587
73.52,17199
71.29,16500
66.57,15022
60.77,14377
56.33,13995
48.49,14086
50.13,14004
48.66,13678
43.16,14344
41.12,14386
46.59,13269
54,11326
66.87,11372
70.65,12944
71.84,13647
71.28,13783
69.05,12883
69.15,12992
68.99,12517
66.81,12098
63.89,11783
64.04,11103
74.74,11655
78.93,12721
76.74,12326
72.01,11269
70.56,11197
60.27,10826
54.16,10339
54.87,10476
51.91,11125
47.69,11819
41.02,11896
38.83,11896
39.23,11868
44.49,12196
48.34,12448
50.14,12410
52.82,12282
56.32,11899
53.52,12413
53.52,12352
54.85,11986
54.37,12039
52.53,12018
52.41,11240
59.07,9767
69.44,10092
71.52,10712
71.49,10991
71.44,10721
68.89,9080
66.48,7981
58.31,6747
54.07,7186
52.02,7523
51.48,8084
49.99,8746
50.73,9135
52.73,9060
52.97,8490
52.59,8076
54.82,8389
55.23,8847
54.48,9867
54.64,10166
55.96,9603
55.58,9110
54.19,9378
54.85,8325
62.54,6278
73.27,7338
75.7,8513
75.77,9134
75.56,9092
71.69,7839
66.91,6609
63.75,5918
54.71,6428
52.72,6952
52.61,7036
52.85,7054
53.84,6709
59.08,5874
69.93,6287
71.43,8735
72.18,9354
72.17,10312
70.78,10320
70.97,10411
71.12,10774
69.85,9753
70.75,10297
71.46,9530
75.73,9064
83.89,9657
85.82,9250
85.21,9318
82.16,8502
74.58,7791
71.66,6270
72.63,7283
68.21,7446
63.75,7954
61.69,8929
61.42,9481
63.59,9451
69.25,8969
75.32,9766
77.19,12212
78.24,13206
80.11,14102
78.18,14446
77,14760
74.37,14872
72.74,13818
72.57,13338
73.03,12265
75.33,12091
82.87,13579
84.8,14550
84.23,14919
79.11,14568
74.3,13323
72.41,11657
74.59,8334
68.41,7432
60.95,7437
56.28,7800
55.92,7850
56.02,7969
66.73,7683
73.19,8209
77.87,9410
81.56,11944
80.07,12237
79.59,12848
76.17,12150
74.53,11640
74.26,11571
74.88,11256
81.86,10803
92,10728
90.21,10860
89.85,11206
83.9,11125
76.27,10948
74.32,10084
69.7,9926
59.61,9178
57.05,8995
54.92,8796
55.18,8563
55.06,8533
58.89,8447
70.39,9994
73.98,11908
73.77,13341
75.44,14582
73.5,14842
73.59,14870
70.26,15109
68.46,14776
68.67,14665
70.18,14332
74.87,13960
82.44,13566
84.16,14402
84.78,15052
80.34,15120
74,15061
71.35,15386
69.04,7432
61.93,7837
59.44,8024
59.33,8213
58.64,8733
59.6,8934
63.91,9080
71.01,9358
73.93,9982
76.64,10627
78.05,11619
75.42,13120
74.75,15526
72.89,16932
71.59,17248
73.01,17546
73.75,17097
76.94,16556
85.72,15795
86.87,15079
86.8,14525
80.57,14916
76.24,14828
72.82,14564
73.04,9859
68.56,9901
64.28,9960
60.62,9628
57.81,9274
57.48,9010
57.68,8504
62.96,8182
65.68,9255
68.78,11270
68.39,12808
67.84,13791
67.9,14800
67.52,15202
65.33,13991
63.47,13877
65.01,14146
68.78,14138
75.19,13773
81.6,12996
81.83,12471
79.8,13034
69.39,12728
67.64,10991
58.84,7609
57,6884
53.58,6624
53.22,5784
53.2,5415
53.64,5169
53.67,5695
56.23,6675
57.42,7800
58.27,9153
57.42,10057
56.7,10758
56.24,11419
56.19,11542
56.07,10998
55.87,10906
55.65,10756
57.37,10415
69.93,9741
71.29,9425
71.81,9043
70.87,8490
65.5,8411
56.28,7049
52.7,8446
48.31,7616
39.7,7498
37.55,7509
37.21,7375
38.04,7223
50.26,6730
57.26,6583
61.02,6876
60.6,8234
64.78,9338
60.41,9206
60.27,9539
58.84,9667
58.33,10050
57.91,9967
58.21,9806
62.93,9946
71.9,10249
74.17,10579
73.94,10530
71.81,10595
64.26,11535
57.4,11028
56.21,6125
51.4,5554
49.94,5112
50.36,4728
50.13,4204
51.67,3916
55.2,4471
58.25,4293
58.92,5071
62.53,6648
66.58,8104
67.18,9490
65.37,10615
67.06,11384
64.21,11184
61.1,10547
60.32,10343
68.21,10459
74.66,10588
75.67,11420
76.94,11364
75.05,10296
71.28,9762
68.11,9594
64.68,7179
56.83,7318
54.06,7422
51.34,7107
50.09,6587
50.69,6017
55.92,5887
69.79,5608
73.27,5537
74.13,6489
75.62,7758
75.09,8725
74.81,9161
72.55,10009
71.52,9518
71.19,9494
72.61,10123
76.44,11279
85.65,10927
81.6,9867
81.56,9648
76.65,9719
70.91,8926
67.32,7940
69.02,6768
60.68,7223
56.36,6685
55.7,6514
55.17,6673
55.41,7049
63.07,7591
74.04,7670
77.99,6762
76.21,7573
78.83,8711
78.03,9005
77.03,9093
74.38,8875
73.29,8906
73.22,9044
74.16,9152
76.74,8966
84.17,9002
83.54,9688
83.21,10832
79.26,10874
74.4,10778
69.86,10545
68.95,4764
59.87,3907
55.54,3643
55.03,3741
54.59,3814
55.21,3760
60.33,4381
70.5,7084
77.52,8212
77.22,9812
79.09,10781
77.58,10690
76.26,10263
74.27,10154
72.25,9548
70.85,9141
72.34,8549
75.96,7927
81.48,8673
81.34,8351
80.76,8267
77.71,8220
71.62,6918
65.78,5376
70.16,5849
67.21,5573
57.07,6289
56.32,6587
55.85,6444
55.57,6233
55.72,6102
57.7,5746
66.22,5537
68.43,5548
71.44,6942
71.61,6906
71.42,7027
69.99,7077
70.12,6399
69.03,5381
68.69,4692
70.55,4919
77.08,6881
77.33,7469
77.09,7501
76.02,6708
69.24,5483
66.59,4730
65.67,3995
56.33,4943
54.62,5237
54.2,5850
53.26,6244
52.99,6423
52.62,6522
52.59,6764
53.47,6739
54.79,6456
57.49,6513
57.85,6797
56.27,7528
56.01,7751
55.17,8097
53.12,8781
53.11,8632
53.28,7986
62.02,8272
64.89,8906
64.92,9713
64.7,9898
53.87,10288
50.62,10731
47.59,11744
41.41,12459
39.66,12785
37.98,12851
36.96,12935
39.2,12627
50.68,11606
60.39,10593
64.96,10805
67.91,10625
72.51,10554
70.81,10532
69.95,10844
67.68,11271
65,11401
64.69,11060
66.68,10264
72.47,10540
81.78,12190
80.75,12467
80.33,12275
73.68,11667
64.74,9878
55.18,9511
49.99,10475
47.48,11814
43.86,12979
38.82,13338
37.26,13643
42.41,13837
49.37,12700
56.71,10479
63.55,10745
66.34,11209
68.71,11905
66.44,12264
66.61,12423
61.09,12571
58.2,12225
58.5,11724
59.63,10852
66.05,11071
74.23,12878
74.5,13252
75.06,13131
72.84,12530
65.43,10243
55.66,9254
52.54,10254
49.36,11210
46.61,12121
46.92,12398
47.64,12050
47.82,11227
49.79,9723
63.68,8672
70.45,9308
71.6,10061
74.62,10250
72.92,10412
71.9,10512
69.9,10183
68.44,9446
69.49,8776
70.64,8095
72.27,8385
77.94,10105
77.94,10665
77.78,10529
73.32,9855
67.02,7911
61.33,7313
54.89,7540
51.03,8425
46.95,8602
45.73,8830
46.14,9178
46.28,9395
50.46,8554
62.03,8024
68.86,8539
71.48,9282
73.25,9908
72.37,9552
70.65,9792
68.81,9789
68.13,9289
68.31,9037
69.67,8710
71.57,9288
77.13,10687
77.58,11366
78.72,11440
74.28,11240
68.8,9214
61.45,7881
55.09,7816
51.56,8456
47.42,9147
47.55,9027
47.56,8806
48.6,8250
51.94,7139
65.37,7628
70.92,9493
71.78,10127
74.09,10430
73.27,10411
72.58,10187
70.33,10178
68.66,9214
67.74,8736
68.57,8375
71.72,8598
75.03,9876
74.51,10359
74.17,9885
71.49,9246
64.81,7872
56.02,7731
55.29,8042
53.28,8178
51.64,9106
50.22,9111
47.96,9364
47.78,9418
48.86,9068
50.82,8519
53.11,8228
55.94,8696
63.08,9779
56.35,10666
54.26,11036
53.86,11296
52.71,11573
51.64,11316
51.51,10685
54.33,10002
65.99,10231
68.6,11140
68.51,11632
68.75,11299
61.76,10303
54.02,10291
48.47,10732
43.53,10975
31.67,11421
27.84,11482
27.45,11263
30.05,11091
42.79,10457
44.74,10421
49.11,10287
55.85,9866
61.8,8880
63.96,8003
63.28,7848
63.32,8181
63.5,8188
55.93,8125
57.82,7469
65.36,6671
74.1,7871
74.64,8525
78.19,8961
78.94,9212
73.83,8688
70.64,6764
56,5466
54.6,5791
52.77,6148
50.45,6232
50.44,6231
51.43,6179
56.43,5979
67.15,6681
71.33,8882
72.46,10010
74.86,10510
74.46,10450
72.47,10484
69.29,10323
67.08,9702
64.41,8949
66.87,8701
70.93,8951
77.35,10100
77.53,10489
76.86,10588
72.88,10368
67.29,9309
60.12,8034
55.19,8419
52.73,8548
48.06,9378
46.8,9988
45.76,10239
46.48,9875
52.42,9526
62.74,9062
67.97,10254
69.26,11427
72.04,11838
70.92,12104
69.63,11845
67.51,11675
64.79,11168
61.37,10937
65.07,9897
69.82,10168
76.3,11555
77.83,11758
77.99,11959
75.99,11327
69.44,9533
66.98,7610
56.44,5978
54.29,5609
52.54,5061
52.46,4878
53.34,4611
54.76,4071
63.19,3999
68.3,4777
71.56,6736
71.72,8645
74.1,9172
72.57,9261
71.6,9097
68.99,9036
68.14,8354
67.65,7564
67.84,7221
69.52,7833
75.22,9579
74.69,9664
74.06,9580
71.06,9008
65.23,7538
56.48,7026
54.94,6648
49.73,7985
47.91,9433
45.51,10359
43.13,10415
44.28,10273
47.98,8812
53.54,8260
57.49,7737
64.49,8077
66.88,8666
63.91,9175
60.79,8874
59.48,8561
55.98,8614
55.97,8551
55.85,7965
65.01,7477
70.86,8214
71.34,8309
72.33,7854
71.67,7865
67.84,7038
55.75,6745
55.94,6663
53.09,7053
52.6,7529
51.33,7987
50.99,8286
51.12,8271
51.75,8323
51.68,8263
52.01,8040
53.54,8678
56.57,8745
58.02,8585
57.61,8631
57.57,8844
58.48,9656
54.23,10067
55.9,9946
62.04,7957
67.01,6741
67.93,6628
69.63,7154
69.4,7714
64.28,7734
56.63,7336
51.92,8200
49.57,9394
45.03,10393
42.83,11090
40.83,11222
40.19,11102
42.17,11202
43.69,11415
48.89,11175
53.12,11799
61.22,11629
58.23,11661
57.83,12037
58.25,12250
58.78,11946
55.91,11127
56.08,10190
59.76,9135
61.99,10163
61.68,11079
61.64,11576
61.28,11562
58.06,10831
50.62,10211
45.65,10218
41.61,10777
38.64,11164
34.32,11669
31.69,11595
29.84,11623
32.92,11712
32.79,11528
34.87,12248
40.87,13329
45.66,14252
46.39,13969
44.45,13639
44.7,13981
43.85,14251
41.56,15041
38.59,14956
42.57,14087
47.69,14603
47.03,15323
44.83,15338
44.65,16362
42.4,16900
38.44,16582
40.91,16734
42.58,17230
31.52,16352
29.98,16207
28.54,15991
35.9,15706
39.55,15568
46.03,14056
50.38,13182
53.01,13759
57.28,14695
53.49,15539
51.53,16036
49.26,16115
46.29,15802
44.96,15893
47.73,15833
54.14,15182
58.69,15594
60.76,15697
63.39,16051
61.43,16303
55.05,14819
52.85,12974
47.01,13114
42.78,14628
43.34,14008
43.57,13043
46.39,11499
43.43,10076
48.08,9203
55.3,8457
60.59,8716
65.47,9874
66.85,10837
62.68,11497
61.24,11767
59.27,12135
58.23,12160
57.21,11739
57.81,10702
62.31,10341
68.69,11371
69.77,11546
70.14,11284
67.36,11024
59.38,9927
56.8,8506
48.4,7864
43.61,9038
39.28,9361
38.33,9630
37.5,9603
37.4,9509
42.42,9621
49.36,8375
56.03,9215
58.21,10516
60.7,11745
58.1,12006
56.56,12724
54.28,13316
46.55,14395
45.67,14617
46.73,13772
55.22,12567
61.21,13688
62.65,14698
65.28,15289
61.28,14701
56.86,13913
55.74,12631
45.93,11872
43.26,12145
39.55,11755
38.33,11473
37.28,11035
39.74,10729
44.27,10448
53.98,8968
59.66,7896
61.89,8333
66.28,9048
66.11,9138
64.38,9281
61.86,9450
60.94,9086
60.28,8223
62.11,7660
65.97,7423
74.94,8681
75.87,9102
75.53,8328
72.27,7429
65.52,6019
59.53,5919
57.85,6589
51.03,7138
45.44,7477
40.31,8536
40.5,9927
40.26,10946
35.71,11575
33.83,11884
33.88,12312
39.25,12554
42.89,13684
41.4,15124
40.96,16043
39,16398
38.36,17153
34.48,16786
32.47,16531
39.19,16070
45.99,15182
46.73,14773
44.65,15014
41.02,15217
40.12,15514
37.02,16001
34.09,10525
28.82,10902
29.73,10754
30,10925
28.38,11011
26.06,10332
28.11,9099
28.89,9867
29.88,11656
38.81,12223
45.43,12822
45.43,13226
39.97,13580
40.47,13140
40.53,12213
39.26,12129
41.57,11500
49.14,11005
56.59,10980
63.85,11534
66.19,11154
67.9,10995
57.96,9700
50.27,8052
40.53,17764
32.89,17977
28.38,17790
25.37,17129
22.56,16460
24.51,16557
19.92,16549
24.27,17289
26.15,18249
33.64,19506
33.25,20683
33.82,21226
33.66,21016
33.16,20959
31.65,20722
29.4,20791
31.28,20298
34.45,19311
38.52,18555
38.73,18499
36.92,18558
34.94,18574
32.89,18605
31.48,17451
25.01,17130
22.32,17086
19.92,16802
19.29,16558
17.85,16096
21.25,15641
34,15334
41.07,16041
48.15,17888
49.31,19484
52.82,20321
52.33,21040
51.39,21021
50.16,20444
49.84,19226
48.09,19044
47.92,18162
52.45,17379
56.69,16754
54.13,16244
53.17,15743
50.67,15585
47.28,14322
34.33,12368
34.11,16669
31.94,17146
24.03,16944
24.01,17286
24.84,17149
30.14,16729
34.79,16595
40.91,16769
51.15,17939
50.22,20669
53.39,23059
50.95,23931
48.9,24271
46.51,23931
43.96,23965
44.06,23708
45.15,23167
48.05,22667
54.01,21846
54.17,21312
50.25,19896
45.35,19789
43.72,18954
41.68,18199
29,11142
23.52,11257
19.49,11492
20.07,11543
19.28,11579
19.29,11592
19.74,10987
22.51,11923
24.78,13583
30.18,16393
30.97,17305
30.75,18507
26.3,17974
26.78,17650
24.09,16987
23.46,16494
24.39,15983
28.8,15682
33.5,15298
41.65,15135
41.42,14676
40.77,13787
35.45,13297
27.13,11212
25.1,7623
19.64,7064
18.25,6402
17.68,5782
16.72,5428
17.54,5225
25.36,5031
34.63,5501
47.89,7044
49.95,9115
50.92,11002
49.94,11799
49.38,12419
47.83,12835
44.59,12698
41.93,12576
42.21,12691
48.8,13010
51.2,12746
52.68,12617
47.37,10930
43.92,10053
41.9,9340
37.84,9113
32.62,9978
27.26,9065
25.61,8578
25.73,8795
25.19,8797
27.59,8853
34.95,8352
44.57,8259
47.76,8655
46.61,9787
48.58,11618
46.67,12611
45.89,12897
44.69,12972
42,12665
42.75,12672
46.02,12328
53.46,11974
57.56,11667
58.36,10366
59.28,9592
57.47,9428
48.63,9739
44.67,8854
40.24,8879
37.91,8245
34.47,7955
35.98,7407
33.96,6939
34.25,6677
33.64,6562
34.35,6813
38.4,6811
43.06,8788
43.13,11047
42.48,12073
39.31,12918
38.42,12946
35.94,12557
29.85,12286
30.75,12103
38.95,12010
45.38,11576
43.37,10370
37.94,9167
34.54,8914
33.3,7515
31.12,6779
22.52,6406
17.17,5594
15.49,4970
14.47,4752
14.02,4312
13.3,4003
13.8,3663
12.32,3970
14.33,4219
17.03,5633
17.16,7240
19.2,8638
18.12,8937
23.23,8886
21.41,8780
18.82,8812
18.33,8423
19.01,7850
36.2,6889
41.31,6155
39.42,7020
35.9,7314
33.86,5911
25.49,5218
15.28,6848
12.83,6654
13.02,7482
12.86,7899
13.09,7964
14.75,7956
15.24,7578
28.22,6531
47.22,6791
47.43,7117
47.25,7108
44.04,7210
41.29,6877
42.58,6762
39.51,6343
38.77,6208
41.33,5719
46.26,5108
53.57,7618
50.56,8261
50.92,7187
49.77,5453
43.66,4457
36.85,3807
29.94,9152
23.23,9224
18.81,9049
20.34,8838
19.29,8110
23.95,7599
34.22,7932
44.15,8284
48.98,8494
49.05,8519
50.63,8367
50.28,7807
46.57,7596
44.76,8415
41.91,7745
41.61,7164
44.68,7011
50.88,7737
67.59,8985
74.92,9460
76.66,9821
74.51,9059
61.13,7707
49.99,6241
46.45,11177
37.61,10717
32.41,11046
31.88,11185
31.62,11348
31.86,11621
37.95,11517
53.68,11740
60.48,13882
62.55,14940
63.92,16228
59.11,17157
54.45,17667
52.93,17900
48.32,17700
47.73,17272
47.71,16785
51.03,16769
61.4,18289
61.46,18381
55.52,18371
50.7,17710
45.97,16851
43.89,16820
34.68,18476
26.01,19418
19.17,19207
18.23,18587
17.05,18186
20.37,17866
31.85,16772
46.93,15959
55.96,16932
54.26,16949
56.63,17273
56.62,17459
57.92,17798
58.08,17239
53.19,16565
50.71,16160
49.57,15878
56.39,15976
65.35,16943
64.79,17112
57.99,16117
56.46,15293
47.08,14290
42.97,13081
42.77,13130
35.32,14471
31.76,14957
31.42,15695
30.17,16146
34.04,16239
40.79,15577
48.71,14872
56.18,16211
56.29,17832
57.58,18811
56.64,19566
52.32,20250
49.5,20756
47.58,20943
45.65,21329
45.53,20879
50.83,19629
59.56,19942
60.52,19714
56.69,18719
53.08,17221
49.73,16857
48.49,16571
38.96,16737
36.24,17956
30.5,18600
30.42,18494
26.36,18166
26.14,17769
27.66,17886
33.97,17609
41.58,16737
44.99,16966
46.67,17904
44.88,19219
42.88,20351
42.07,20545
40.1,20352
39.01,19994
40.84,18720
46.84,16377
58.72,15265
61.37,14899
59.06,14374
56.81,14687
51.08,14240
46.49,13707
45.93,13871
43.76,14330
41.34,15408
39.17,16079
34.37,15795
34.29,15398
37.09,15643
40.23,15514
41.56,14804
44,14623
45.49,14636
45.07,14404
45.17,14143
45.95,13783
45.14,13796
43.91,13632
41.89,13259
46.71,11978
55.51,13311
60.19,14255
59.27,14762
58.2,14935
51.79,14777
45.36,14732
46.74,15549
45.5,16539
40.49,17082
33.16,16953
31.18,17330
31.1,17331
38.11,17490
47.67,17890
57.93,18925
58.88,19494
60.5,19793
59.29,20067
54.25,21000
53.13,22172
48.83,22067
47.89,21579
47.86,21004
52.8,20269
66.12,19449
69.89,19135
66.55,18860
59.8,17273
56.92,16186
53.83,15449
46.07,14550
43.17,15186
41.79,15239
38.29,14958
37.34,14691
44.63,13455
51.06,12160
59.77,12860
68.99,13745
70.46,13734
73.22,13827
70.27,13398
67.18,12884
65.22,12265
62.72,11668
62.32,10992
63.03,10262
69.81,10339
76.92,11238
78.29,12100
71.47,11316
61.53,10669
57.09,9756
52.55,9045
47.68,9405
45.42,10193
41.73,10980
39.72,11202
38.64,10863
42.55,10824
48.54,9802
60.45,10865
68.12,12261
69.83,12992
74.13,13796
70.76,12414
66.93,10860
64.62,10342
61.96,9861
59.69,9454
68.42,10560
71.93,10239
77.48,11649
78.08,12804
76.66,12521
68.45,11678
59.14,11055
56.87,10865
47.23,12307
46.32,12272
44.39,11914
43.48,12077
42.48,12595
44.42,12927
48.8,12649
55.78,11968
64.47,11886
66.66,12404
69.24,13412
68.77,13578
68.73,13607
64.53,12947
64.95,12655
65.42,12632
64.58,12296
66.03,11654
71.23,12452
71.95,13309
70.58,12894
54.91,11877
53.63,11330
52.35,11248
46.17,10995
45.6,11458
43.91,11672
42.2,11955
40.46,12237
40.9,11982
46.42,11090
55.71,11892
60.01,12095
59.86,13129
60.69,12890
59.86,12890
59.79,12764
59,12209
58.78,11173
57.37,10845
57.41,10044
57.76,10477
64.6,10733
65.44,10716
65.09,10514
61.92,10571
59.08,9632
52.1,9188
52.27,9473
49.03,9462
46.49,9487
46.32,9458
46.51,9292
46.16,9506
46.11,9556
46.6,9472
46.12,9705
45.64,10795
48.57,10876
49.3,11533
46.28,11729
48.71,12232
46.79,12413
46.64,12381
46.66,11786
47.18,10359
53.29,9049
60.13,9436
59.94,9247
58.41,9152
52.41,8788
47.57,9139
45.3,9853
43.22,10603
42.55,10563
43.05,10391
42.81,10035
42.67,9836
42.33,9910
41.98,10480
41.8,10831
42.32,11849
42.39,12821
41.21,14672
42.47,15286
43.56,15454
43.42,15646
43.47,15140
42.09,14345
44.67,12706
45.17,12822
44.6,13605
44.59,13386
44.31,13483
43.54,14157
44.06,13760
43.86,13742
42.07,14867
35.9,14743
33.6,13987
31.49,13586
36.19,13122
43.11,12753
50.64,12040
56.71,11341
55.8,11734
60.43,12203
60.33,12302
60.36,12347
60.14,12045
58.44,11012
59.84,9987
59.84,9058
62.17,8831
68.12,9335
72.32,10316
72.57,10483
70.99,10047
62.64,8396
60.06,7102
56.79,5916
51.03,5341
47.2,5149
46.82,5326
46.59,5532
46.43,5739
52.18,6351
56.13,7941
62.32,9298
60.83,10647
62.72,11235
